"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"","","NEUTRAL","","","","","","","24937","","","","","","","","","","","LOEA09_2e","TAG_ONE_TURN_EFFECT","","","","","Enraged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","+2 Attack","ENCHANTMENT"
"Raymond Swanland","","PRIEST","","","","True","","5","2999","","","","","","MOM! DAD! DON'T TOUCH IT! IT'S EVIL!!!!!!","Unlocked in Uldaman, in the League of Explorers adventure.","","","Crafting unlocked in Uldaman, in the League of Explorers adventure.","LOE_111","","","","","","Excavated Evil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","RARE","","","","LOE","","","Deal $3 damage to all minions.\nShuffle this card into your opponent's deck.","SPELL"
"Cole Eastburn","1","NEUTRAL","","","","True","","4","700","","","","","","All these guys ever do is talk about the Thunder King.   BOOOORRRINNG!","","7","","","EX1_396","TAUNT","","","","","Mogu'shan Warden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","EXPERT1","","","<b>Taunt</b>","MINION"
"Markus Erdt","","DRUID","","","","True","","4","381","","","","","","""Reforestation"" is suddenly a terrifying word.","","","","","EX1_158","","","","","","Soul of the Forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","COMMON","DEATHRATTLE","","","EXPERT1","","","Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""","SPELL"
"","4","NEUTRAL","","","","","","3","2132","","","","8","","","","","","","NAX10_02H","DEATHRATTLE","","WINDFURY","","","Hook","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Windfury</b>\n<b>Deathrattle:</b> Put this weapon into your hand.","WEAPON"
"Greg Staples","8","NEUTRAL","","","","True","","10","2512","","","","","","Don't ask him about the beard.  JUST DON'T.","","8","","","AT_120","","","","","","Frost Giant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","EPIC","","","","TGT","","","Costs (1) less for each time you used your Hero Power this game.","MINION"
"","","NEUTRAL","","","","","","","2334","","","","","","","","30","","","BRMA06_1","","","","","","Majordomo Executus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","","HERO"
"Doug Alexander","2","PALADIN","","","","True","","2","1022","","","","","","""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""","","2","","","EX1_362","BATTLECRY","","","","","Argent Protector","","","","","","","","","","","","","","","","","","","0","","0","","","","0","","","0","","","","","","","PALADIN","","COMMON","DIVINE_SHIELD","","","EXPERT1","","Give <b>Divine Shield</b>.","<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.","MINION"
"","","NEUTRAL","","","","","","0","19795","","","","","","","","","","","LOEA13_2","AI_MUST_PLAY","","","","","Ancient Power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","<b>Hero Power</b>\nGive each player a random card. It costs (0).","HERO_POWER"
"","","NEUTRAL","","","","","","0","2480","","","","","","","","","","","BRMA13_8","","","","","","DIE, INSECT!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","Deal $8 damage to a random enemy.","SPELL"
"Raymond Swanland","","WARRIOR","","","","True","","1","546","","","","","","""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9","","","","","EX1_410","","","","","","Shield Slam","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","WARRIOR","","EPIC","","","","EXPERT1","","","Deal 1 damage to a minion for each Armor you have.","SPELL"
"Zoltan Boros","","WARLOCK","","","","True","","2","41871","","","","","","The most terrifying of Un’goro magics is both silent… AND deadly.","","","","","UNG_831","","","","","","Corrupting Mist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","RARE","","","","UNGORO","","","Corrupt every minion. Destroy them at the start of your next turn.","SPELL"
"Evgeniy Zaqumyenny","","MAGE","","","","True","","7","40411","","","","","","Wow, and I thought Arcane Missiles was great!","","","","","CFM_623","","","","","","Greater Arcane Missiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","EPIC","","","","GANGS","","","Shoot three missiles at random enemies that deal $3 damage each.","SPELL"
"","","NEUTRAL","","","","","","","1667","","","","","","","","25","","","TU4f_001","","","","","","Lorewalker Cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","MISSIONS","","","","HERO"
"","","NEUTRAL","","","","","","2","1888","","","","","","","","","","","NAX11_02","","","","","","Poison Cloud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Hero Power</b>\nDeal 1 damage to all minions. If any die, summon a slime.","HERO_POWER"
"","","NEUTRAL","","","","","","","634","","","","","","","","","","","EX1_080o","","","","","","Keeping Secrets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","EXPERT1","","","Increased stats.","ENCHANTMENT"
"","4","NEUTRAL","","","","","","3","45405","","","","","True","","","3","","","CRED_52","","","","","","Alex Chapman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","Whenever a sound plays, replace it with \nJaraxxus' greeting.","MINION"
"","","NEUTRAL","","","","","","4","40327","","","","","","","","","","","KARA_09_07heroic","","","","","","Steal Life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","NEUTRAL","","","","","","KARA","","","Deal $5 damage. Restore #5 Health to your hero.","SPELL"
"Danny Beck","4","ROGUE","","","","True","","2","1990","","","","","","When pirates say there is no ""Eye"" in ""team,"" they are very literal about it.","","1","","","GVG_025","","","","","","One-eyed Cheat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","PIRATE","RARE","STEALTH","","","GVG","","","Whenever you summon a Pirate, gain <b>Stealth</b>.","MINION"
"Tyler Walpole","","NEUTRAL","","","","","","","42091","","","","","","","","","","","UNG_832e","","","","","","Dark Power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","UNGORO","","","Your next spell costs Health instead of Mana.","ENCHANTMENT"
"Mark Gibbons","8","NEUTRAL","","","","True","","5","41263","","","","","","It's actually only the middle head that's bitter. The others are sweet and spicy.","","8","","","UNG_087","","","","","","Bittertide Hydra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","EPIC","","","","UNGORO","","","Whenever this minion takes damage, deal 3 damage to your hero.","MINION"
"","0","NEUTRAL","","","","","","5","1878","","","","","","","","6","","","NAX8_05t","","","","","","Spectral Rider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","At the start of your turn, deal 1 damage to your hero.","MINION"
"","2","NEUTRAL","","","","","","1","59","","","","","","","","1","","","EX1_025t","","","","","","Mechanical Dragonling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","COMMON","","","","CORE","","","","MINION"
"","","DRUID","","","","","","0","2226","","","","","","","","","","","GVG_032a","","","","","","Gift of Mana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","GVG","","","Give each player a Mana Crystal.","SPELL"
"Wayne Reynolds","3","NEUTRAL","","","","True","","6","2595","","","","","True","Bolf keeps coming in 2nd at the Grand Tournament.  It might be his year this year, if Lebron doesn't enter.","","9","","","AT_124","","","","","","Bolf Ramshield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","TGT","","","Whenever your hero takes damage, this minion takes it instead.","MINION"
"Mike Sass","6","NEUTRAL","","","","True","","6","40613","","","","","","The Hogchoppers, the terrors of Tanaris, can always be found at one tavern or another in Gadgetzan, refueling for totally real and legit adventures that they go on.","","6","","","CFM_810","BATTLECRY","","","","","Leatherclad Hogleader","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","EPIC","CHARGE","","","GANGS","","","<b>Battlecry:</b> If your opponent has 6 or more cards in hand, gain <b>Charge</b>.","MINION"
"","","DRUID","","","","","","0","137","","","","","","","","","","","EX1_154b","","","","","","Wrath","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","DRUID","","","","","","EXPERT1","","","Deal $1 damage to a minion. Draw a card.","SPELL"
"","","NEUTRAL","","","","","","","1402","","","","","","","","","","","CS2_122e","","","","","","Enhanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","CORE","","","Raid Leader is granting this minion +1 Attack.","ENCHANTMENT"
"Alex Garner","7","NEUTRAL","","","","True","","7","2078","","","","","True","MARVEL AT HIS MIGHT!","","7","","","GVG_110","BATTLECRY","","","","","Dr. Boom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","GVG","","","<b>Battlecry:</b> Summon two 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>","MINION"
"","1","NEUTRAL","","","","","","3","38635","","","","","","","","1","","","LOEA09_11","","","","","","Hungry Naga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","MINION"
"L. Lullabi & A.Thawornsathitwong","","NEUTRAL","","","","","","4","39586","","","","","","","","","","","KAR_A02_09","","","","","","Set the Table","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","Give your Plates +1/+1.","SPELL"
"","","SHAMAN","","","","","","0","40038","","","","","","","","","","","TB_ClassRandom_Shaman","","","","","","Second Class: Shaman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","","","","","TB","","","Add Shaman cards to your deck.","SPELL"
"","","ROGUE","","","","","","","39895","","","","","","","","","","","TB_Superfriends002e","","","","","","Draw Offensive Play","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","","","","","TB","","","Draw Offensive Play on first, third, and fifth turn","ENCHANTMENT"
"","5","NEUTRAL","","","","","","5","45440","","","","","True","","","6","","","CRED_86","","","","","","Neal Kochhar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b> Help others find your <b>Fireside Gathering</b> <i>(wherever it is).</i>","MINION"
"","4","NEUTRAL","","","","","","3","2775","","","","","True","","","3","","","BRMC_87","DEATHRATTLE","","","","","Moira Bronzebeard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","TB","","","<b>Deathrattle:</b> Summon Emperor Thaurissan.","MINION"
"","","NEUTRAL","","","","","","","1825","","","","","","","","30","","","NAX10_01","AI_MUST_PLAY","","","","","Patchwerk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","","HERO"
"","","NEUTRAL","","","","","","2","40563","","","","","","","","","","","KARA_13_13","AI_MUST_PLAY","","","","","Legion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Hero Power</b>\nSummon a 6/6 Abyssal.","HERO_POWER"
"","","ROGUE","","","","","","","38974","","","","","","","","","","","TB_BlingBrawl_Hero1e","","","","","","Sharpened","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","","","","","TB","","","+1 Attack","ENCHANTMENT"
"","0","NEUTRAL","","","","","","4","39069","","","","","True","","","5","","","TB_KTRAF_5","","","","","","Grand Widow Faerlina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","TB","","","Has +1 Attack for each card in your opponent's hand.","MINION"
"Arthur Gimaldinov","5","PALADIN","","","","","","5","41946","","","","","True","","","5","","","UNG_954t1","BATTLECRY","","","","","Galvadon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","BEAST","LEGENDARY","ADAPT","","","UNGORO","","","<b>Battlecry:</b> <b>Adapt</b> 5 times.","MINION"
"Nicola Saviori","1","NEUTRAL","","","","True","","2","41524","","","","","","Currently in an anger management class with Raging Worgen, Grommash Hellscream, and The Angry Chicken. It isn't helping.","","1","","","UNG_818","DEATHRATTLE","","","","","Volatile Elemental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","ELEMENTAL","COMMON","","","","UNGORO","","","<b>Deathrattle:</b> Deal 3 damage to a random enemy minion.","MINION"
"Jason Kang","0","NEUTRAL","","","","True","","5","2958","","","","","","Sometimes it feels like it's always the same slackers that are waiting for a summon.","Unlocked in the Temple of Orsis, in the League of Explorers adventure.","6","","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.","LOE_086","","","","","","Summoning Stone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","LOE","","","Whenever you cast a spell, summon a random minion of the same Cost.","MINION"
"Wayne Reynolds","","NEUTRAL","","","","","","","40396","","","","","","","","","","","CFM_614e","","","","","","Savage Mark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","+1/+1.","ENCHANTMENT"
